
('cs-vn-1001', '65 Lê Lợi, Phường Bến Nghé', 'Quận 1', 1, 'cpo-vgreen', 'Trạm sạc Vincom Center', 10.7778, 106.7022),
('cs-vn-1320', 'Tạ Quang Bửu, Phường 2', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Chung cư Giai Việt', 10.7361, 106.6741),
('cs-vn-1321', 'An Dương Vương, Phường 16', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Cảng Phú Định Q8', 10.7215, 106.6185),
('cs-vn-1322', 'Trương Đình Hội, Phường 16', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Carina Plaza', 10.7251, 106.6215),
('cs-vn-1323', 'Phạm Thế Hiển, Phường 3', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Chợ Vĩnh Nam', 10.7405, 106.6751),
('cs-vn-1324', 'Bến Bình Đông, Phường 13', 'Quận 8', 0, 'cpo-vgreen', 'Trạm sạc Chùa Pháp Quang', 10.7315, 106.6481),
('cs-vn-1325', 'Lương Văn Can, Phường 15', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Cầu Chà Và mới', 10.7411, 106.6581),
('cs-vn-1326', 'Phạm Thế Hiển, Phường 15', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc KDC Rạch Cát', 10.7225, 106.6321),
('cs-vn-1327', 'Bình Đức, Phường 15', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Cầu Bà Tàng', 10.7201, 106.6285),
('cs-vn-1328', 'Phạm Thế Hiển, Phường 16', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc City Gate Towers', 10.7258, 106.6151),
('cs-vn-1329', 'Tạ Quang Bửu, Phường 3', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Pegasuite', 10.7345, 106.6625),
('cs-vn-1330', 'Dương Quang Đông, Phường 5', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Chung cư Him Lam Nam Khánh', 10.7385, 106.6781),
('cs-vn-1331', 'Đào Cam Mộc, Phường 4', 'Quận 8', 0, 'cpo-vgreen', 'Trạm sạc Chợ Cao Lỗ', 10.7365, 106.6755),
('cs-vn-1332', 'Phạm Thế Hiển, Phường 2', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Cầu chữ Y mới', 10.7475, 106.6851),
('cs-vn-1333', 'Bến Bình Đông, Phường 15', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Đình Rạch Cát', 10.7251, 106.6385),
('cs-vn-1334', 'Tùng Thiện Vương, Phường 12', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Cầu Nhị Thiên Đường 2', 10.7385, 106.6541),
('cs-vn-1335', 'Nguyễn Chế Nghĩa, Phường 12', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Chợ Xóm Củi mới', 10.7425, 106.6565),
('cs-vn-1336', 'Phạm Hùng, Phường 9', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Chung cư C3', 10.7381, 106.6841),
('cs-vn-1337', 'Hoài Thanh, Phường 14', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc KDC Bình Đông', 10.7285, 106.6401),
('cs-vn-1338', 'Vạn Kiếp, Phường 13', 'Quận 8', 0, 'cpo-vgreen', 'Trạm sạc Chùa Vạn Hòa', 10.7315, 106.6455),
('cs-vn-1339', 'Phạm Thế Hiển, Phường 13', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Chợ Nhị Thiên Đường Q8', 10.7345, 106.6511),
('cs-vn-1340', 'Bến Mễ Cốc, Phường 15', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Cầu Vạn Nguyên', 10.7185, 106.6285),

-- PHẦN 4: QUẬN 12 (1341 - 1400)
('cs-vn-1341', 'Phan Văn Hớn, Phường Tân Thới Nhất', 'Quận 12', 1, 'cpo-datbike', 'Trạm sạc Depot Tham Lương', 10.8251, 106.6211),
('cs-vn-1342', 'Quốc lộ 1A, Phường Thạnh Lộc', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc Ngã tư Ga', 10.8555, 106.6855),
('cs-vn-1343', 'Nguyễn Văn Quá, Phường Đông Hưng Thuận', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Nguyễn Văn Quá', 10.8351, 106.6355),
('cs-vn-1344', 'Lê Văn Khương, Phường Hiệp Thành', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Metro Hiệp Thành', 10.8755, 106.6585),
('cs-vn-1345', 'Tô Ký, Phường Tân Chánh Hiệp', 'Quận 12', 0, 'cpo-datbike', 'Trạm sạc Công viên PM Quang Trung', 10.8525, 106.6285),
('cs-vn-1346', 'Hà Huy Giáp, Phường Thạnh Xuân', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc Cầu Phú Long', 10.8855, 106.6785),
('cs-vn-1347', 'Quốc lộ 22, Phường Trung Mỹ Tây', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc Bến xe An Sương', 10.8451, 106.6251),
('cs-vn-1348', 'Trường Chinh, Phường Tân Hưng Thuận', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Cầu Tham Lương', 10.8215, 106.6285),
('cs-vn-1349', 'Nguyễn Ảnh Thủ, Phường Hiệp Thành', 'Quận 12', 1, 'cpo-datbike', 'Trạm sạc Ngã tư Trung Chánh', 10.8655, 106.6155),
('cs-vn-1350', 'Lê Thị Riêng, Phường Thới An', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc UBND Quận 12', 10.8685, 106.6621),
('cs-vn-1351', 'Quốc lộ 1A, Phường Tân Thới Hiệp', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Ngã tư Tân Thới Hiệp', 10.8615, 106.6455),
('cs-vn-1352', 'Vườn Lài, Phường An Phú Đông', 'Quận 12', 1, 'cpo-datbike', 'Trạm sạc An Phú Đông', 10.8455, 106.7051),
('cs-vn-1353', 'Nguyễn Văn Quá, Phường Tân Thới Hiệp', 'Quận 12', 0, 'cpo-vgreen', 'Trạm sạc KDC Chợ Cầu', 10.8315, 106.6411),
('cs-vn-1354', 'Tô Ngọc Vân, Phường Thạnh Xuân', 'Quận 12', 1, 'cpo-datbike', 'Trạm sạc Chợ Thạnh Xuân', 10.8785, 106.6851),
('cs-vn-1355', 'Lê Văn Khương, Phường Thới An', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc Metro Hiệp Phú', 10.8681, 106.6581),
('cs-vn-1356', 'Dương Thị Mười, Phường Tân Chánh Hiệp', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc BV Quận 12', 10.8611, 106.6351),
('cs-vn-1357', 'Hà Huy Giáp, Phường Thạnh Lộc', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Trường CĐ Điện lực', 10.8685, 106.6811),
('cs-vn-1358', 'Trường Chinh, Phường Tân Thới Nhất', 'Quận 12', 0, 'cpo-datbike', 'Trạm sạc Pandora City Q12', 10.8155, 106.6281),
('cs-vn-1359', 'Tô Ký, Phường Trung Mỹ Tây', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc ĐH Giao thông Vận tải cơ sở 2', 10.8585, 106.6211),
('cs-vn-1360', 'Nguyễn Ảnh Thủ, Phường Tân Chánh Hiệp', 'Quận 12', 1, 'cpo-datbike', 'Trạm sạc Chợ Hiệp Thành', 10.8751, 106.6351),
('cs-vn-1361', 'Phan Văn Hớn, Phường Tân Thới Nhất', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc Topaz Home', 10.8285, 106.6151),
('cs-vn-1362', 'Lê Đức Thọ, Phường Tân Thới Hiệp', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Cầu Trường Đai', 10.8511, 106.6551),
('cs-vn-1363', 'Thạnh Lộc 27, Phường Thạnh Lộc', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Chợ Thạnh Lộc', 10.8655, 106.6951),
('cs-vn-1364', 'Quốc lộ 1A, Phường Thới An', 'Quận 12', 0, 'cpo-datbike', 'Trạm sạc Cầu Tân Thới Hiệp', 10.8625, 106.6551),
('cs-vn-1365', 'Nguyễn Văn Quá, Phường Tân Hưng Thuận', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc Ngã tư Đình', 10.8285, 106.6381),
('cs-vn-1366', 'Tỉnh lộ 15, Phường Thạnh Lộc', 'Quận 12', 1, 'cpo-datbike', 'Trạm sạc Cầu Phụ Lộc', 10.8751, 106.6851),
('cs-vn-1367', 'Trần Thị Hè, Phường Hiệp Thành', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc KDC Hiệp Thành City', 10.8811, 106.6451),
('cs-vn-1368', 'Dương Thị Mười, Phường Hiệp Thành', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Agribank Q12', 10.8655, 106.6385),
('cs-vn-1369', 'Lê Thị Riêng, Phường Tân Thới Hiệp', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Bảo hiểm Xã hội Q12', 10.8645, 106.6521),
('cs-vn-1370', 'Nguyễn Thị Đặng, Phường Hiệp Thành', 'Quận 12', 0, 'cpo-datbike', 'Trạm sạc Chợ Giãn Dân', 10.8781, 106.6385),
('cs-vn-1371', 'Quốc lộ 1A, Phường Tân Thới Nhất', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc Ngã tư An Sương Q12', 10.8411, 106.6181),
('cs-vn-1372', 'Đông Bắc, Phường Tân Chánh Hiệp', 'Quận 12', 1, 'cpo-datbike', 'Trạm sạc Bệnh viện Da liễu cơ sở 2', 10.8545, 106.6315),
('cs-vn-1373', 'Nguyễn Ảnh Thủ, Phường Tân Thới Hiệp', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc Nhà thi đấu Q12', 10.8681, 106.6355),
('cs-vn-1374', 'Lê Văn Khương, Phường Hiệp Thành', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Bia Tiger', 10.8851, 106.6551),
('cs-vn-1375', 'Thạnh Xuân 25, Phường Thạnh Xuân', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc UBND Phường Thạnh Xuân', 10.8815, 106.6715),
('cs-vn-1376', 'Quốc lộ 1A, Phường Thạnh Xuân', 'Quận 12', 0, 'cpo-datbike', 'Trạm sạc Ngã tư Vườn Lài', 10.8585, 106.6951),
('cs-vn-1377', 'Hà Huy Giáp, Phường Thạnh Lộc', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc Chung cư First Home', 10.8581, 106.6851),
('cs-vn-1378', 'Tô Ngọc Vân, Phường Thạnh Lộc', 'Quận 12', 1, 'cpo-datbike', 'Trạm sạc Cầu Vượt Ngã Tư Ga', 10.8545, 106.6811),
('cs-vn-1379', 'Trường Chinh, Phường Tân Thới Nhất', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc Trạm điều hành Bus Q12', 10.8225, 106.6155),
('cs-vn-1380', 'Phan Văn Hớn, Phường Tân Thới Nhất', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Chợ Tân Thới Nhất', 10.8305, 106.6181),
('cs-vn-1381', 'Quốc lộ 22, Phường Tân Thới Nhất', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Bến xe An Sương mới', 10.8415, 106.6215),
('cs-vn-1382', 'Nguyễn Văn Quá, Phường Đông Hưng Thuận', 'Quận 12', 0, 'cpo-datbike', 'Trạm sạc Co.opmart Nguyễn Văn Quá', 10.8351, 106.6381),
('cs-vn-1383', 'Tô Ký, Phường Tân Chánh Hiệp', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc ĐH Huflit cơ sở 2', 10.8555, 106.6241),
('cs-vn-1384', 'Dương Thị Mười, Phường Tân Chánh Hiệp', 'Quận 12', 1, 'cpo-datbike', 'Trạm sạc Chung cư Hiệp Thành City 2', 10.8655, 106.6315),
('cs-vn-1385', 'Nguyễn Ảnh Thủ, Phường Hiệp Thành', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc Nhà văn hóa Q12', 10.8715, 106.6385),
('cs-vn-1386', 'Lê Văn Khương, Phường Thới An', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc UBND Phường Thới An', 10.8711, 106.6551),
('cs-vn-1387', 'Trần Thị Cờ, Phường Thới An', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Chợ Thới An', 10.8755, 106.6515),
('cs-vn-1388', 'Lê Thị Riêng, Phường Thới An', 'Quận 12', 0, 'cpo-datbike', 'Trạm sạc Kho bạc Nhà nước Q12', 10.8685, 106.6655),
('cs-vn-1389', 'Nguyễn Thị Kiêu, Phường Thới An', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc KDC Thới An', 10.8785, 106.6611),
('cs-vn-1390', 'Quốc lộ 1A, Phường Tân Thới Hiệp', 'Quận 12', 1, 'cpo-datbike', 'Trạm sạc Toyota An Sương Q12', 10.8551, 106.6355),
('cs-vn-1391', 'Hà Huy Giáp, Phường Thạnh Lộc', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc Sông Vàm Thuật Q12', 10.8515, 106.6855),
('cs-vn-1392', 'Vườn Lài, Phường An Phú Đông', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Tu viện Vĩnh Nghiêm', 10.8415, 106.7011),
('cs-vn-1393', 'Nguyễn Văn Quá, Phường Tân Thới Hiệp', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Chung cư Thái An', 10.8355, 106.6315),
('cs-vn-1394', 'Tô Ngọc Vân, Phường Thạnh Xuân', 'Quận 12', 0, 'cpo-datbike', 'Trạm sạc Cầu Ba Thôn', 10.8815, 106.6885),
('cs-vn-1395', 'Lê Văn Khương, Phường Hiệp Thành', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc Nhà thiếu nhi Q12 mới', 10.8845, 106.6511),
('cs-vn-1396', 'Dương Thị Mười, Phường Tân Chánh Hiệp', 'Quận 12', 1, 'cpo-datbike', 'Trạm sạc Tòa án Nhân dân Q12', 10.8645, 106.6311),
('cs-vn-1397', 'Nguyễn Ảnh Thủ, Phường Tân Chánh Hiệp', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc Chung cư Hiệp Thành', 10.8715, 106.6311),
('cs-vn-1398', 'Quốc lộ 1A, Phường Thới An', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Cầu vượt Tân Thới Hiệp mới', 10.8655, 106.6515),
('cs-vn-1399', 'Trường Chinh, Phường Tân Thới Nhất', 'Quận 12', 1, 'cpo-eboost', 'Trạm sạc Cửa ngõ Tây Bắc Q12', 10.8155, 106.6181),
('cs-vn-1400', 'Lê Thị Riêng, Phường Thới An', 'Quận 12', 1, 'cpo-vgreen', 'Trạm sạc Trung tâm Văn hóa Q12', 10.8685, 106.6681),

('cs-vn-1401', '1 Đường số 17A, Phường Bình Trị Đông B', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc Aeon Mall Bình Tân', 10.7435, 106.6125),
('cs-vn-1402', '4449 Nguyễn Cửu Phú, Phường Tân Tạo A', 'Bình Tân', 1, 'cpo-eboost', 'Trạm sạc KDC Tecco Town', 10.7385, 106.5955),
('cs-vn-1403', 'Kinh Dương Vương, Phường An Lạc', 'Bình Tân', 1, 'cpo-eboost', 'Trạm sạc Bến xe Miền Tây', 10.7411, 106.6181),
('cs-vn-1404', '1102 Quốc lộ 1A, Phường Tân Tạo', 'Bình Tân', 1, 'cpo-datbike', 'Trạm sạc KCN Tân Tạo', 10.7551, 106.5855),
('cs-vn-1405', 'Hồ Học Lãm, Phường An Lạc', 'Bình Tân', 0, 'cpo-vgreen', 'Trạm sạc Chung cư Ehome 3', 10.7255, 106.6111),
('cs-vn-1406', 'Đường số 7, Phường An Lạc A', 'Bình Tân', 1, 'cpo-datbike', 'Trạm sạc KDC Tên Lửa', 10.7511, 106.6155),
('cs-vn-1407', 'Mã Lò, Phường Bình Hưng Hòa A', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc Bệnh viện Bình Tân', 10.7715, 106.5985),
('cs-vn-1408', 'Lê Văn Quới, Phường Bình Trị Đông', 'Bình Tân', 1, 'cpo-eboost', 'Trạm sạc Chợ Lê Văn Quới', 10.7755, 106.6121),
('cs-vn-1409', 'Tên Lửa, Phường Bình Trị Đông B', 'Bình Tân', 1, 'cpo-eboost', 'Trạm sạc Co.opmart Bình Tân', 10.7558, 106.6185),
('cs-vn-1410', 'Võ Văn Kiệt, Phường An Lạc', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc Akari City', 10.7215, 106.6251),
('cs-vn-1411', 'Tỉnh lộ 10, Phường Tân Tạo', 'Bình Tân', 1, 'cpo-datbike', 'Trạm sạc Ngã tư Bà Hom', 10.7585, 106.5911),
('cs-vn-1412', 'Phan Anh, Phường Bình Trị Đông', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc Ngã tư Bốn Xã', 10.7711, 106.6215),
('cs-vn-1413', 'Bình Long, Phường Bình Hưng Hòa A', 'Bình Tân', 1, 'cpo-datbike', 'Trạm sạc Nghĩa trang Bình Hưng Hòa', 10.7855, 106.6151),
('cs-vn-1414', 'Đường số 1, Phường Bình Trị Đông B', 'Bình Tân', 0, 'cpo-vgreen', 'Trạm sạc Chung cư Moonlight Park View', 10.7485, 106.6151),
('cs-vn-1415', 'Trần Văn Giàu, Phường Tân Tạo', 'Bình Tân', 1, 'cpo-eboost', 'Trạm sạc Cầu Tân Tạo', 10.7581, 106.5755),
('cs-vn-1416', 'Hương Lộ 2, Phường Bình Trị Đông A', 'Bình Tân', 1, 'cpo-eboost', 'Trạm sạc UBND Phường Bình Trị Đông A', 10.7655, 106.6015),
('cs-vn-1417', 'Liên Khu 4-5, Phường Bình Hưng Hòa B', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc KDC Vĩnh Lộc', 10.8015, 106.5955),
('cs-vn-1418', 'Nguyễn Thị Tú, Phường Bình Hưng Hòa B', 'Bình Tân', 1, 'cpo-datbike', 'Trạm sạc Ngã tư Gò Mây', 10.8055, 106.6011),
('cs-vn-1419', 'Quốc lộ 1A, Phường Bình Hưng Hòa B', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc Cầu vượt Gò Mây', 10.8085, 106.6055),
('cs-vn-1420', 'An Dương Vương, Phường An Lạc', 'Bình Tân', 1, 'cpo-datbike', 'Trạm sạc Cầu Mỹ Thuận', 10.7185, 106.6211),
('cs-vn-1421', 'Bình Thành, Phường Bình Hưng Hòa B', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc Chợ Bình Thành', 10.8115, 106.5915),
('cs-vn-1422', 'Đường số 3, Phường Bình Hưng Hòa B', 'Bình Tân', 1, 'cpo-eboost', 'Trạm sạc KDC Vĩnh Lộc 2', 10.8051, 106.5885),
('cs-vn-1423', 'Mã Lò, Phường Bình Trị Đông A', 'Bình Tân', 1, 'cpo-eboost', 'Trạm sạc Chung cư Lê Thành', 10.7615, 106.6011),
('cs-vn-1424', 'Lê Công Phép, Phường An Lạc', 'Bình Tân', 0, 'cpo-vgreen', 'Trạm sạc KDC Nam Hùng Vương', 10.7355, 106.6115),
('cs-vn-1425', 'Bùi Dương Lịch, Phường Bình Hưng Hòa B', 'Bình Tân', 1, 'cpo-datbike', 'Trạm sạc Trường THPT Bình Tân', 10.8155, 106.6051),
('cs-vn-1426', 'Ao Đôi, Phường Bình Trị Đông A', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc KDC Ao Đôi', 10.7715, 106.5915),
('cs-vn-1427', 'Đất Mới, Phường Bình Trị Đông', 'Bình Tân', 1, 'cpo-datbike', 'Trạm sạc Chợ Đất Mới', 10.7651, 106.6111),
('cs-vn-1428', 'Kinh Dương Vương, Phường An Lạc A', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc Nhà thiếu nhi Bình Tân', 10.7485, 106.6215),
('cs-vn-1429', 'Đường số 19, Phường Bình Trị Đông B', 'Bình Tân', 1, 'cpo-eboost', 'Trạm sạc Công viên Tên Lửa', 10.7515, 106.6115),
('cs-vn-1430', 'Hồ Văn Long, Phường Tân Tạo', 'Bình Tân', 1, 'cpo-eboost', 'Trạm sạc Trường THCS Tân Tạo', 10.7511, 106.5815),
('cs-vn-1431', 'Trần Đại Nghĩa, Phường Tân Tạo A', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc Vòng xoay An Lạc', 10.7315, 106.5951),
('cs-vn-1432', 'Nguyễn Quý Yêm, Phường An Lạc', 'Bình Tân', 1, 'cpo-datbike', 'Trạm sạc KDC Lê Thành An Lạc', 10.7251, 106.6185),
('cs-vn-1433', 'Lê Tấn Bê, Phường An Lạc', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc Cầu Rạch Nước Lên', 10.7155, 106.6251),
('cs-vn-1434', 'Sơn Kỳ, Phường Bình Hưng Hòa', 'Bình Tân', 0, 'cpo-datbike', 'Trạm sạc KDC Celadon Q.Bình Tân', 10.7955, 106.6111),
('cs-vn-1435', 'Quốc lộ 1A, Phường Tân Tạo A', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc Pouyuen Việt Nam', 10.7415, 106.5885),
('cs-vn-1436', 'Đường số 24, Phường Bình Trị Đông B', 'Bình Tân', 1, 'cpo-eboost', 'Trạm sạc KDC Bình Trị Đông B', 10.7415, 106.6185),
('cs-vn-1437', 'Kênh Nước Đen, Phường Bình Hưng Hòa A', 'Bình Tân', 1, 'cpo-eboost', 'Trạm sạc Cầu kênh nước đen', 10.7915, 106.6051),
('cs-vn-1438', 'Bình Hưng Hòa, Phường Bình Hưng Hòa', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc Chùa Pháp Thành', 10.7955, 106.6185),
('cs-vn-1439', 'Gò Xoài, Phường Bình Hưng Hòa A', 'Bình Tân', 1, 'cpo-datbike', 'Trạm sạc Chợ Gò Xoài', 10.7815, 106.6011),
('cs-vn-1440', 'Đường số 18, Phường Bình Hưng Hòa', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc KDC Kênh 19/5', 10.7985, 106.6151),
('cs-vn-1441', 'Hương Lộ 80, Phường Bình Hưng Hòa B', 'Bình Tân', 1, 'cpo-datbike', 'Trạm sạc KCN Vĩnh Lộc Bình Tân', 10.8151, 106.6011),
('cs-vn-1442', 'Tỉnh lộ 10, Phường Tân Tạo A', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc KDC Tân Tạo mở rộng', 10.7515, 106.5755),
('cs-vn-1443', 'Nguyễn Cửu Phú, Phường Tân Tạo', 'Bình Tân', 1, 'cpo-eboost', 'Trạm sạc Cầu Chùa Gò', 10.7615, 106.5885),
('cs-vn-1444', 'An Lạc, Phường An Lạc', 'Bình Tân', 0, 'cpo-eboost', 'Trạm sạc UBND Quận Bình Tân', 10.7315, 106.6111),
('cs-vn-1445', 'Trần Thanh Ngân, Phường Tân Tạo A', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc KDC Bon Chen', 10.7381, 106.5911),
('cs-vn-1446', 'Lộ Tẻ, Phường Tân Tạo A', 'Bình Tân', 1, 'cpo-datbike', 'Trạm sạc Đình Tân Tạo', 10.7415, 106.5815),
('cs-vn-1447', 'Đường số 5, Phường Bình Hưng Hòa B', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc KDC Green Hills', 10.8085, 106.5911),
('cs-vn-1448', 'Bình Hưng Hòa B, Phường Bình Hưng Hòa B', 'Bình Tân', 1, 'cpo-datbike', 'Trạm sạc Trạm điện Bình Tân', 10.8155, 106.5955),
('cs-vn-1449', 'Liên Khu 5-6, Phường Bình Hưng Hòa B', 'Bình Tân', 1, 'cpo-vgreen', 'Trạm sạc Chợ Liên Khu', 10.8011, 106.6051),
('cs-vn-1450', 'Phan Đăng Giảng, Phường Bình Hưng Hòa', 'Bình Tân', 1, 'cpo-eboost', 'Trạm sạc KDC Lê Thành 2', 10.7951, 106.6011),

-- HUYỆN BÌNH CHÁNH (50 trạm: 1451 - 1500)
('cs-vn-1451', 'Số 1 Trung tâm Hành chính, Tân Túc', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc UBND Huyện Bình Chánh', 10.6855, 106.5755),
('cs-vn-1452', 'Đường số 7, KDC Trung Sơn, Bình Hưng', 'Bình Chánh', 1, 'cpo-eboost', 'Trạm sạc Trung Sơn Plaza BC', 10.7351, 106.6855),
('cs-vn-1453', 'Nguyễn Văn Linh, Phường Phong Phú', 'Bình Chánh', 1, 'cpo-eboost', 'Trạm sạc ĐH Văn Hiến', 10.7155, 106.6585),
('cs-vn-1454', 'Quốc lộ 1A, Xã Tân Quý Tây', 'Bình Chánh', 1, 'cpo-datbike', 'Trạm sạc Chợ Bình Chánh', 10.6551, 106.5651),
('cs-vn-1455', 'Đinh Đức Thiện, Xã Bình Chánh', 'Bình Chánh', 0, 'cpo-vgreen', 'Trạm sạc KDC Nam Phong', 10.6455, 106.5511),
('cs-vn-1456', 'Phạm Hùng, Xã Bình Hưng', 'Bình Chánh', 1, 'cpo-datbike', 'Trạm sạc Satra Phạm Hùng BC', 10.7255, 106.6811),
('cs-vn-1457', 'Quốc lộ 50, Xã Bình Hưng', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc Ngã tư Quốc lộ 50', 10.7185, 106.6715),
('cs-vn-1458', 'Trần Đại Nghĩa, Xã Lê Minh Xuân', 'Bình Chánh', 1, 'cpo-eboost', 'Trạm sạc KCN Lê Minh Xuân', 10.7555, 106.5511),
('cs-vn-1459', 'Vĩnh Lộc, Xã Vĩnh Lộc B', 'Bình Chánh', 1, 'cpo-eboost', 'Trạm sạc Chợ Vĩnh Lộc', 10.8251, 106.5815),
('cs-vn-1460', 'Đường số 1, KDC 6B Intresco, Bình Hưng', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc KDC 6B Bình Hưng', 10.7151, 106.6785),
('cs-vn-1461', 'Võ Văn Kiệt, Xã Tân Kiên', 'Bình Chánh', 1, 'cpo-datbike', 'Trạm sạc Bệnh viện Nhi Đồng Thành Phố', 10.7115, 106.5815),
('cs-vn-1462', 'Nguyễn Hữu Trí, Tân Túc', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc Chợ Đệm', 10.6911, 106.5615),
('cs-vn-1463', 'Quốc lộ 1A, Xã Bình Chánh', 'Bình Chánh', 1, 'cpo-datbike', 'Trạm sạc Ngã ba Bình Điền', 10.7011, 106.5781),
('cs-vn-1464', 'Thế Lữ, Xã Tân Nhựt', 'Bình Chánh', 0, 'cpo-vgreen', 'Trạm sạc UBND Xã Tân Nhựt', 10.6955, 106.5411),
('cs-vn-1465', 'Đường dẫn cao tốc, Xã Tân Kiên', 'Bình Chánh', 1, 'cpo-eboost', 'Trạm sạc Vòng xoay Tân Kiên', 10.7085, 106.5855),
('cs-vn-1466', 'Trần Văn Giàu, Xã Phạm Văn Hai', 'Bình Chánh', 1, 'cpo-eboost', 'Trạm sạc Chợ Phạm Văn Hai BC', 10.7851, 106.5211),
('cs-vn-1467', 'Quốc lộ 50, Xã Đa Phước', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc Nghĩa trang Đa Phước', 10.6655, 106.6681),
('cs-vn-1468', 'Nguyễn Văn Linh, Xã Bình Hưng', 'Bình Chánh', 1, 'cpo-datbike', 'Trạm sạc KDC Dương Hồng', 10.7181, 106.6651),
('cs-vn-1469', 'Quách Điêu, Xã Vĩnh Lộc A', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc Chợ Vĩnh Lộc A', 10.8351, 106.5855),
